code,name,classification,,,,,,,,,,,
279,Vervaardiging van overige elektrische apparatuur,0,,,,,,,,,,,
2790,Vervaardiging van overige elektrische apparatuur,0,,,,,,,,,,,
28,Vervaardiging van overige machines en apparaten,0,,,,,,,,,,,
281,"Vervaardiging van motoren, turbines, pompen, compressoren, appendages en drijfwerkelementen",0,,,,,,,,,,,
2811,"Vervaardiging van motoren en turbines (niet voor vliegtuigen, motorvoertuigen en bromfietsen)",0,,,,,,,,,,,
2812,Vervaardiging van hydraulische apparatuur,0,,,,,,,,,,,
2813,Vervaardiging van niet-hydraulische pompen en compressoren,0,,,,,,,,,,,
2814,Vervaardiging van appendages,0,,,,,,,,,,,
2815,"Vervaardiging van tandwielen, lagers en overige drijfwerkelementen",0,,,,,,,,,,,
282,Vervaardiging van overige machines en apparaten voor algemeen gebruik,0,,,,,,,,,,,
2821,Vervaardiging van industriële ovens en branders,0,,,,,,,,,,,
2822,"Vervaardiging van hijs-, hef- en transportwerktuigen",0,,,,,,,,,,,
2823,Vervaardiging van kantoormachines en -apparatuur (geen computers en randapparatuur),0,,,,,,,,,,,
2824,Vervaardiging van pneumatisch en elektrisch handgereedschap ,0,,,,,,,,,,,
2825,Vervaardiging van machines en apparaten voor industriële  koeltechniek en  klimaatregeling,0,,,,,,,,,,,
2829,Vervaardiging van  overige machines en apparaten voor algemeen gebruik (rest),0,,,,,,,,,,,
283,Vervaardiging van machines en werktuigen voor de land- en bosbouw,0,,,,,,,,,,,
2830,Vervaardiging van machines en werktuigen voor de land- en bosbouw,0,,,,,,,,,,,
284,Vervaardiging van gereedschapswerktuigen ,0,,,,,,,,,,,
2841,Vervaardiging van gereedschapswerktuigen voor metaalbewerking,0,,,,,,,,,,,
2849,Vervaardiging van  gereedschapswerktuigen niet voor metaalbewerking,0,,,,,,,,,,,
289,"Vervaardiging van overige machines, apparaten en werktuigen voor specifieke doeleinden",0,,,,,,,,,,,
2891,Vervaardiging van machines voor de metallurgie,0,,,,,,,,,,,
2892,Vervaardiging van machines voor de bouw en winning van delfstoffen,0,,,,,,,,,,,
2893,Vervaardiging van machines voor de productie van voedings- en genotmiddelen,0,,,,,,,,,,,
2894,"Vervaardiging van machines voor de productie van textiel, kleding en leer",0,,,,,,,,,,,
2895,Vervaardiging van machines voor de productie van papier en karton,0,,,,,,,,,,,
2896,Vervaardiging van machines voor de kunststof- en rubberindustrie,0,,,,,,,,,,,
2899,"Vervaardiging van overige machines, apparaten en werktuigen voor specifieke doeleinden (rest)",0,,,,,,,,,,,
29,"Vervaardiging van auto's, aanhangwagens en opleggers",0,,,,,,,,,,,
291,Vervaardiging van auto's,0,,,,,,,,,,,
2910,Vervaardiging van auto's,0,,,,,,,,,,,
292,Carrosseriebouw; vervaardiging van aanhangwagens en opleggers,0,,,,,,,,,,,
2920,Carrosseriebouw; vervaardiging van aanhangwagens en opleggers,0,,,,,,,,,,,
29201,Carrosseriebouw,0,,,,,,,,,,,
29202,Vervaardiging van aanhangwagens en opleggers,0,,,,,,,,,,,
293,Vervaardiging van onderdelen en toebehoren voor auto's ,0,,,,,,,,,,,
2931,Vervaardiging van elektrische en elektronische onderdelen en toebehoren  voor auto's ,0,,,,,,,,,,,
2932,Vervaardiging van niet-elektrische en -elektronische  onderdelen en toebehoren voor auto's,0,,,,,,,,,,,
30,Vervaardiging van overige transportmiddelen,0,,,,,,,,,,,
301,Scheepsbouw,0,,,,,,,,,,,
3011,Bouw van schepen en drijvend materieel (geen sport- en recreatievaartuigen) ,0,,,,,,,,,,,
3012,Bouw van sport- en recreatievaartuigen ,0,,,,,,,,,,,
302,Vervaardiging van rollend spoor- en tramwegmaterieel,0,,,,,,,,,,,
3020,Vervaardiging van rollend spoor- en tramwegmaterieel ,0,,,,,,,,,,,
303,Vervaardiging van vliegtuigen en onderdelen daarvoor,0,,,,,,,,,,,
3030,Vervaardiging van vliegtuigen en onderdelen daarvoor,0,,,,,,,,,,,
304,Vervaardiging van militaire gevechtsvoertuigen,0,,,,,,,,,,,
3040,Vervaardiging van militaire gevechtsvoertuigen,0,,,,,,,,,,,
309,Vervaardiging van transportmiddelen (rest),0,,,,,,,,,,,
3091,Vervaardiging van motor- en bromfietsen,0,,,,,,,,,,,
3092,Vervaardiging van fietsen en invalidenwagens,0,,,,,,,,,,,
3099,Vervaardiging van overige transportmiddelen (rest),0,,,,,,,,,,,
31,Vervaardiging van meubels,0,,,,,,,,,,,
310,Vervaardiging van meubels,0,,,,,,,,,,,
3101,Interieurbouw en vervaardiging van bedrijfsmeubels,0,,,,,,,,,,,
31011,Interieurbouw,0,,,,,,,,,,,
31012,Vervaardiging van bedrijfsmeubels,0,,,,,,,,,,,
3102,Vervaardiging van keukenmeubels,0,,,,,,,,,,,
3103,Vervaardiging van matrassen,0,,,,,,,,,,,
3109,Vervaardiging van overige meubels,0,,,,,,,,,,,
32,Vervaardiging van overige goederen,0,,,,,,,,,,,
321,Slaan van munten; bewerken van edelstenen en vervaardiging van sieraden e.d.,0,,,,,,,,,,,
3211,Slaan van munten en medailles,0,,,,,,,,,,,
3212,Bewerken van edelstenen en vervaardiging van sieraden e.d. (geen imitatie),0,,,,,,,,,,,
3213,Vervaardiging van imitatiesieraden ,0,,,,,,,,,,,
322,Vervaardiging van muziekinstrumenten,0,,,,,,,,,,,
3220,Vervaardiging van muziekinstrumenten,0,,,,,,,,,,,
323,Vervaardiging van sportartikelen,0,,,,,,,,,,,
3230,Vervaardiging van sportartikelen,0,,,,,,,,,,,
324,Vervaardiging van speelgoed en spellen,0,,,,,,,,,,,
3240,Vervaardiging van speelgoed en spellen,0,,,,,,,,,,,
325,Vervaardiging van medische instrumenten en hulpmiddelen,0,,,,,,,,,,,
3250,Vervaardiging van medische instrumenten en hulpmiddelen,0,,,,,,,,,,,
32501,Tandtechnische bedrijven,0,,,,,,,,,,,
32502,Vervaardiging van medische instrumenten en hulpmiddelen (geen tandtechniek),0,,,,,,,,,,,
329,Vervaardiging van overige goederen,0,,,,,,,,,,,
3291,Vervaardiging van borstelwaren,0,,,,,,,,,,,
3299,Sociale werkvoorziening en vervaardiging van overige goederen (rest),0,,,,,,,,,,,
32991,Sociale werkvoorziening,0,,,,,,,,,,,
32999,Vervaardiging van overige goederen (rest),0,,,,,,,,,,,
33,Reparatie en installatie van machines en apparaten,0,,,,,,,,,,,
331,"Reparatie van producten van metaal, machines en apparatuur",0,,,,,,,,,,,
3311,Reparatie van producten van metaal,0,,,,,,,,,,,
3312,Reparatie en onderhoud van machines,0,,,,,,,,,,,
33121,Reparatie en onderhoud van machines voor algemeen gebruik en machineonderdelen (geen gereedschap),0,,,,,,,,,,,
33122,Reparatie en onderhoud van pneumatisch en elektrisch gereedschap en gereedschapswerktuigen,0,,,,,,,,,,,
33123,Reparatie en onderhoud van machines voor een specifieke bedrijfstak,0,,,,,,,,,,,
3313,Reparatie van elektronische en optische apparatuur,0,,,,,,,,,,,
3314,Reparatie van elektrische apparatuur,0,,,,,,,,,,,
3315,Reparatie en onderhoud van schepen,0,,,,,,,,,,,
3316,Reparatie en onderhoud van vliegtuigen,0,,,,,,,,,,,
3317,Reparatie en onderhoud van overige transportmiddelen,0,,,,,,,,,,,
3319,Reparatie van overige apparatuur,0,,,,,,,,,,,
332,Installatie van industriële machines en apparatuur,0,,,,,,,,,,,
3321,Installatie van ketels en tanks,0,,,,,,,,,,,
3322,Installatie van industriële machines,0,,,,,,,,,,,
33221,Installatie van machines voor algemeen gebruik (geen gereedschap),0,,,,,,,,,,,
33222,Installatie van pneumatisch en elektrisch gereedschap en gereedschapswerktuigen,0,,,,,,,,,,,
33223,Installatie van machines voor een specifieke bedrijfstak,0,,,,,,,,,,,
3323,Installatie van elektronische en optische apparatuur,0,,,,,,,,,,,
3324,Installatie van elektrische apparatuur,0,,,,,,,,,,,
3329,Installatie van overige toebehoren,0,,,,,,,,,,,
 D,"Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht ",0,,,,,,,,,,,
35,"Productie en distributie van en handel in elektriciteit, aardgas, stoom en gekoelde lucht",0,,,,,,,,,,,
351,Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas,0,,,,,,,,,,,
3511,Productie van elektriciteit,0,,,,,,,,,,,
35111,"Productie van elektriciteit door thermische, kern- en warmtekrachtcentrales",0,,,,,,,,,,,
35112,Productie van elektriciteit door windenergie ,0,,,,,,,,,,,
35113,"Productie van elektriciteit door zonnecellen, warmtepompen en waterkracht",0,,,,,,,,,,,
3512,"Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water",0,,,,,,,,,,,
3513,Distributie van elektriciteit en gasvormige brandstoffen via leidingen,0,,,,,,,,,,,
3514,Handel in elektriciteit en in gas via leidingen,0,,,,,,,,,,,
352,Productie van aardgas,0,,,,,,,,,,,
3520,Productie van aardgas,0,,,,,,,,,,,
353,Productie en distributie van stoom en gekoelde lucht,0,,,,,,,,,,,
3530,Productie en distributie van stoom en gekoelde lucht,0,,,,,,,,,,,
E,Winning en distributie van water; afval- en afvalwaterbeheer en sanering ,0,,,,,,,,,,,
36,Winning en distributie van water,0,,,,,,,,,,,
360,Winning en distributie van water,0,,,,,,,,,,,
3600,Winning en distributie van water,0,,,,,,,,,,,
37,Afvalwaterinzameling en -behandeling,0,,,,,,,,,,,
370,Afvalwaterinzameling en -behandeling,0,,,,,,,,,,,
3700,Afvalwaterinzameling en -behandeling,0,,,,,,,,,,,
38,Afvalinzameling en -behandeling; voorbereiding tot recycling,0,,,,,,,,,,,
381,Inzameling van afval,0,,,,,,,,,,,
3811,Inzameling van onschadelijk afval,0,,,,,,,,,,,
3812,Inzameling van schadelijk afval,0,,,,,,,,,,,
382,Behandeling van afval,0,,,,,,,,,,,
3821,Behandeling van onschadelijk afval,0,,,,,,,,,,,
3822,Behandeling van schadelijk afval,0,,,,,,,,,,,
383,Voorbereiding tot recycling,0,,,,,,,,,,,
3831,"Sloop van schepen, witgoed, computers e.d. ",0,,,,,,,,,,,
3832,Gesorteerd materiaal voorbereiden tot recycling,0,,,,,,,,,,,
39,Sanering en overig afvalbeheer,0,,,,,,,,,,,
390,Sanering en overig afvalbeheer,0,,,,,,,,,,,
3900,Sanering en overig afvalbeheer,0,,,,,,,,,,,
F,Bouwnijverheid,0,,,,,,,,,,,
41,Algemene burgerlijke en utiliteitsbouw en projectontwikkeling,0,,,,,,,,,,,
411,Projectontwikkeling,0,,,,,,,,,,,
4110,Projectontwikkeling,0,,,,,,,,,,,
412,Algemene burgerlijke en utiliteitsbouw,0,,,,,,,,,,,
4120,Algemene burgerlijke en utiliteitsbouw,0,,,,,,,,,,,
42,"Grond-, water- en wegenbouw (geen grondverzet) ",0,,,,,,,,,,,
421,"Bouw van wegen, spoorwegen en kunstwerken",0,,,,,,,,,,,
4211,Wegenbouw en stratenmaken,0,,,,,,,,,,,
42111,Wegenbouw,0,,,,,,,,,,,
42112,Stratenmaken,0,,,,,,,,,,,
4212,Bouw van boven- en ondergrondse spoorwegen,0,,,,,,,,,,,
4213,Bouw van kunstwerken,0,,,,,,,,,,,
422,Leggen van kabels en buizen ,0,,,,,,,,,,,
4221,"Leggen van rioleringen, buizen en pijpleidingen; aanleg van bronbemaling",0,,,,,,,,,,,
4222,Leggen van elektriciteits- en telecommunicatiekabels ,0,,,,,,,,,,,
429 ,Bouw van overige civieltechnische werken,0,,,,,,,,,,,
4291,Natte waterbouw,0,,,,,,,,,,,
4299,Bouw van overige civieltechnische werken (rest),0,,,,,,,,,,,
43,Gespecialiseerde werkzaamheden in de bouw,0,,,,,,,,,,,
431,"Slopen van bouwwerken, grondverzet en proefboren",0,,,,,,,,,,,
4311,Slopen van bouwwerken,0,,,,,,,,,,,
4312,Grondverzet,0,,,,,,,,,,,
4313,Proefboren,0,,,,,,,,,,,
432,Bouwinstallatie,0,,,,,,,,,,,
4321,Elektrotechnische bouwinstallatie,0,,,,,,,,,,,
4322,Loodgieters- en fitterswerk; installatie van sanitair en van verwarmings- en luchtbehandelingsapparatuur,0,,,,,,,,,,,
43221,Loodgieters- en fitterswerk; installatie van sanitair ,0,,,,,,,,,,,
43222,Installatie van verwarmings- en luchtbehandelingsapparatuur,0,,,,,,,,,,,
4329,Overige bouwinstallatie,0,,,,,,,,,,,
433,Afwerking van gebouwen,0,,,,,,,,,,,
4331,Stukadoren,0,,,,,,,,,,,
4332,Bouwtimmeren,0,,,,,,,,,,,
4333,Afwerking van vloeren en wanden ,0,,,,,,,,,,,
4334,Schilderen en glaszetten,0,,,,,,,,,,,
4339,Overige afwerking van gebouwen,0,,,,,,,,,,,
439 ,Dakbouw en overige gespecialiseerde werkzaamheden in de bouw,0,,,,,,,,,,,
4391,Dakdekken en bouwen van dakconstructies ,0,,,,,,,,,,,
4399,Overige gespecialiseerde werkzaamheden in de bouw,0,,,,,,,,,,,
43991,Heien en andere funderingswerkzaamheden,0,,,,,,,,,,,
43992,Vlechten van betonstaal,0,,,,,,,,,,,
43993,Metselen en voegen,0,,,,,,,,,,,
43999,Overige gespecialiseerde werkzaamheden in de bouw (rest),0,,,,,,,,,,,
G,Groot- en detailhandel; reparatie van auto’s ,0,,,,,,,,,,,
45 ,"Handel in en reparatie van auto’s, motorfietsen en aanhangers",0,,,,,,,,,,,
451,"Handel in auto’s en aanhangers, eventueel gecombineerd met reparatie",0,,,,,,,,,,,
4511,Handel in en reparatie van personenauto's en lichte bedrijfsauto’s,0,,,,,,,,,,,
45111,Import van nieuwe personenauto's en lichte bedrijfsauto’s,0,,,,,,,,,,,
45112,Handel in en reparatie van personenauto's en lichte bedrijfsauto’s (geen import van nieuwe),0,,,,,,,,,,,
4519,"Handel in en reparatie van zwaardere bedrijfsauto’s, aanhangers en caravans",0,,,,,,,,,,,
45191,Import van nieuwe bedrijfsauto's,0,,,,,,,,,,,
45192,Handel in en reparatie van zwaardere bedrijfsauto's (geen import van nieuwe) ,0,,,,,,,,,,,
45193,Handel in en reparatie van aanhangwagens en opleggers (geen caravans),0,,,,,,,,,,,
45194,Handel in en reparatie van caravans,0,,,,,,,,,,,
452,Gespecialiseerde reparatie van auto's,0,,,,,,,,,,,
4520,Gespecialiseerde reparatie van auto's,0,,,,,,,,,,,
45201,Auto-onderdelenservicebedrijven,0,,,,,,,,,,,
45202,Bandenservicebedrijven,0,,,,,,,,,,,
45203,Reparatie van specifieke auto-onderdelen,0,,,,,,,,,,,
45204,Carrosserieherstel,0,,,,,,,,,,,
45205,Overige gespecialiseerde reparatie; wassen en slepen van auto's,0,,,,,,,,,,,
453,Handel in auto-onderdelen en -accessoires ,0,,,,,,,,,,,
4531,Groothandel en handelsbemiddeling in auto-onderdelen en -accessoires,0,,,,,,,,,,,
45311,Groothandel en handelsbemiddeling in auto-onderdelen en -accessoires (geen banden),0,,,,,,,,,,,
45312,Groothandel en handelsbemiddeling in banden,0,,,,,,,,,,,
4532,Detailhandel in auto-onderdelen en -accessoires,0,,,,,,,,,,,
454,Handel in en reparatie van motorfietsen en onderdelen daarvan ,0,,,,,,,,,,,
4540,Handel in en reparatie van motorfietsen en onderdelen daarvan,0,,,,,,,,,,,
45401,Groothandel en handelsbemiddeling in motorfietsen en onderdelen daarvan,0,,,,,,,,,,,
45402,Detailhandel in en reparatie van motorfietsen en onderdelen daarvan,0,,,,,,,,,,,
46,Groothandel en handelsbemiddeling (niet in auto's en motorfietsen),0,,,,,,,,,,,
461,Handelsbemiddeling,0,,,,,,,,,,,
4611,"Handelsbemiddeling in landbouwproducten, levende dieren en grondstoffen voor textiel en voedingsmiddelen ",0,,,,,,,,,,,
4612,"Handelsbemiddeling in brandstoffen, ertsen, metalen en chemische producten ",0,,,,,,,,,,,
4613,"Handelsbemiddeling in hout, vlakglas, sanitair en bouwmaterialen ",0,,,,,,,,,,,
4614,"Handelsbemiddeling in machines, technische benodigdheden, schepen en vliegtuigen",0,,,,,,,,,,,
4615,"Handelsbemiddeling in meubels, huishoudelijke artikelen en ijzerwaren ",0,,,,,,,,,,,
4616,"Handelsbemiddeling in textiel, kleding, schoeisel en lederwaren",0,,,,,,,,,,,
4617,Handelsbemiddeling in voedings- en genotmiddelen,0,,,,,,,,,,,
4618,Handelsbemiddeling gespecialiseerd in overige goederen,0,,,,,,,,,,,
4619,Niet-gespecialiseerde handelsbemiddeling ,0,,,,,,,,,,,
462 ,Groothandel in landbouwproducten en levende dieren,0,,,,,,,,,,,
4621,"Groothandel in granen, ruwe tabak, oliën, zaden en veevoer",0,,,,,,,,,,,
46211,Groothandel in granen                                                  ,0,,,,,,,,,,,
46212,"Groothandel in zaden, pootgoed en peulvruchten ",0,,,,,,,,,,,
46213,"Groothandel in hooi, stro en ruwvoeder ",0,,,,,,,,,,,
46214,Groothandel in meng- en krachtvoeder ,0,,,,,,,,,,,
46215,"Groothandel in veevoeder (geen ruw-, meng- en krachtvoeder) ",0,,,,,,,,,,,
46216,Groothandel in ruwe plantaardige en dierlijke oliën en vetten en oliehoudende grondstoffen,0,,,,,,,,,,,
46217,Groothandel in ruwe tabak,0,,,,,,,,,,,
46218,Groothandel in akkerbouwproducten en veevoeder algemeen assortiment,0,,,,,,,,,,,
46219,Groothandel in overige akkerbouwproducten,0,,,,,,,,,,,
4622,Groothandel in bloemen en planten,0,,,,,,,,,,,
4623,Groothandel in levende dieren,0,,,,,,,,,,,
46231,Groothandel in levend vee,0,,,,,,,,,,,
46232,"Groothandel in huisdieren, siervissen, siervogels en wilde dieren",0,,,,,,,,,,,
4624,"Groothandel in huiden, vellen, leer en halffabrikaten van leer",0,,,,,,,,,,,
46241,Groothandel in huiden en vellen,0,,,,,,,,,,,
46242,Groothandel in leer en halffabrikaten van leer,0,,,,,,,,,,,
463 ,Groothandel in voedings- en genotmiddelen,0,,,,,,,,,,,
4631,Groothandel in groenten en fruit en in consumptieaardappelen,0,,,,,,,,,,,
46311,Groothandel in groenten en fruit,0,,,,,,,,,,,
46312,Groothandel in consumptieaardappelen,0,,,,,,,,,,,
4632,Groothandel in vlees en vleeswaren en in wild en gevogelte (niet levend),0,,,,,,,,,,,
4633,"Groothandel in zuivelproducten, spijsoliën en -vetten en eieren",0,,,,,,,,,,,
46331,Groothandel in zuivelproducten en spijsoliën en -vetten,0,,,,,,,,,,,
46332,Groothandel in eieren,0,,,,,,,,,,,
4634,Groothandel in dranken (geen zuivel),0,,,,,,,,,,,
4635,Groothandel in tabaksproducten en rokersbenodigdheden,0,,,,,,,,,,,
4636,"Groothandel in suiker, chocolade en suikerwerk",0,,,,,,,,,,,
4637,"Groothandel in koffie, thee, cacao en specerijen (geen ruwe)",0,,,,,,,,,,,
4638,Groothandel in overige voedingsmiddelen en in overige grondstoffen en halffabrikaten voor de voedingsmiddelenindustrie,0,,,,,,,,,,,
46381,Groothandel in snacks ,0,,,,,,,,,,,
46382,"Groothandel in vis, schaal- en weekdieren ",0,,,,,,,,,,,
46383,Gespecialiseerde groothandel in overige voedings- en genotmiddelen (rest),0,,,,,,,,,,,
46384,Groothandel in bakkerijgrondstoffen ,0,,,,,,,,,,,
46389,Gespecialiseerde groothandel in overige grondstoffen en halffabrikaten voor de voedingsmiddelen industrie (rest) ,0,,,,,,,,,,,
4639,Groothandel in voedings- en genotmiddelen algemeen assortiment,0,,,,,,,,,,,
464 ,Groothandel in consumentenartikelen (non-food),0,,,,,,,,,,,
4641,"Groothandel in kledingstoffen, fournituren en huishoudtextiel",0,,,,,,,,,,,
46411,Groothandel in kledingstoffen en fournituren,0,,,,,,,,,,,
46412,Groothandel in huishoudtextiel en beddengoed,0,,,,,,,,,,,
4642,"Groothandel in kleding, schoenen en modeartikelen",0,,,,,,,,,,,
46421,Groothandel in bovenkleding,0,,,,,,,,,,,
46422,Groothandel in werkkleding,0,,,,,,,,,,,
46423,Groothandel in onderkleding,0,,,,,,,,,,,
46424,Groothandel in schoenen,0,,,,,,,,,,,
46425,Groothandel in modeartikelen,0,,,,,,,,,,,
46429,Groothandel in textielwaren algemeen assortiment,0,,,,,,,,,,,
4643,"Groothandel in elektrische huishoudelijke apparatuur, audio- en videoapparatuur en fotografische en optische artikelen ",0,,,,,,,,,,,
46431,Groothandel in witgoed ,0,,,,,,,,,,,
46432,"Groothandel in elektrische huishoudelijke apparatuur (geen witgoed, audio en video)",0,,,,,,,,,,,
46433,Groothandel in audio- en videoapparatuur ,0,,,,,,,,,,,
46434,Groothandel in fotografische artikelen,0,,,,,,,,,,,
46435,Groothandel in beeld- en geluidsdragers,0,,,,,,,,,,,
46436,Groothandel in optische artikelen,0,,,,,,,,,,,
4644,"Groothandel in glas, porselein en aardewerk en in reinigingsmiddelen ",0,,,,,,,,,,,
46441,"Groothandel in glas, porselein en aardewerk",0,,,,,,,,,,,
46442,"Groothandel in was-, poets- en reinigingsmiddelen",0,,,,,,,,,,,
4645,Groothandel in parfums en cosmetica,0,,,,,,,,,,,
4646,"Groothandel in farmaceutische producten, medische instrumenten en orthopedische artikelen ",0,,,,,,,,,,,
46461,Groothandel in farmaceutische producten,0,,,,,,,,,,,
46462,"Groothandel in medische en tandheelkundige instrumenten, verpleeg- en orthopedische artikelen en laboratoriumbenodigdheden",0,,,,,,,,,,,
4647,"Groothandel in huismeubilair, woningtextiel, vloerbedekking en verlichting ",0,,,,,,,,,,,
46471,Groothandel in huismeubilair,0,,,,,,,,,,,
46472,Groothandel in woningtextiel en vloerbedekking,0,,,,,,,,,,,
46473,Groothandel in verlichtingsartikelen,0,,,,,,,,,,,
4648,Groothandel in juweliersartikelen en uurwerken,0,,,,,,,,,,,
4649,Groothandel in overige consumentenartikelen (non-food),0,,,,,,,,,,,
46491,Groothandel in fietsen en bromfietsen,0,,,,,,,,,,,
46492,Groothandel in watersportartikelen,0,,,,,,,,,,,
46493,Groothandel in kampeerartikelen (geen caravans),0,,,,,,,,,,,
46494,Groothandel in speelgoed,0,,,,,,,,,,,
46495,Groothandel in muziekinstrumenten,0,,,,,,,,,,,
46496,Groothandel in sportartikelen (geen watersport),0,,,,,,,,,,,
46497,Groothandel in papier- en kartonwaren (geen verpakkingsmateriaal),0,,,,,,,,,,,
46498,"Groothandel in boeken, tijdschriften en overig drukwerk",0,,,,,,,,,,,
46499,"Groothandel in overige consumentenartikelen (rest, non-food)",0,,,,,,,,,,,
465 ,Groothandel in ICT-apparatuur,0,,,,,,,,,,,
4651,"Groothandel in computers, randapparatuur en software",0,,,,,,,,,,,
4652,Groothandel in elektronische en telecommunicatieapparatuur en bijbehorende onderdelen,0,,,,,,,,,,,
466 ,"Groothandel in machines, apparaten en toebehoren voor industrie en handel",0,,,,,,,,,,,
4661,"Groothandel in landbouwmachines, werktuigen en tractoren",0,,,,,,,,,,,
4662,Groothandel in gereedschapswerktuigen,0,,,,,,,,,,,
4663,Groothandel in machines voor de bouw,0,,,,,,,,,,,
4664,Groothandel in machines voor de textielindustrie en in naai- en breimachines,0,,,,,,,,,,,
4665,Groothandel in bedrijfsmeubels,0,,,,,,,,,,,
4666,Groothandel in kantoormachines (geen computers),0,,,,,,,,,,,
4668,Groothandel in machines voor de grafische en voedings- en genotmiddelenindustrie ,0,,,,,,,,,,,
46681,Groothandel in machines voor de grafische industrie,0,,,,,,,,,,,
46682,Groothandel in machines voor de voedings- en genotmiddelenindustrie,0,,,,,,,,,,,
4669,"Groothandel in overige machines, apparaten en toebehoren voor industrie en handel ",0,,,,,,,,,,,
46691,Groothandel in intern transportmaterieel,0,,,,,,,,,,,
46692,"Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek",0,,,,,,,,,,,
46693,"Groothandel in verbrandingsmotoren, pompen en compressoren",0,,,,,,,,,,,
46694,"Groothandel in appendages, technische toebehoren e.d.",0,,,,,,,,,,,
46695,Groothandel in meet- en regelapparaten,0,,,,,,,,,,,
46696,Groothandel in emballage,0,,,,,,,,,,,
46697,Groothandel in scheepsbenodigdheden en visserij-artikelen,0,,,,,,,,,,,
46699,"Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)",0,,,,,,,,,,,
467 ,Overige gespecialiseerde groothandel,0,,,,,,,,,,,
4671,Groothandel in brandstoffen en overige minerale olieproducten,0,,,,,,,,,,,
46711,Groothandel in vaste brandstoffen ,0,,,,,,,,,,,
46712,Groothandel in vloeibare en gasvormige brandstoffen,0,,,,,,,,,,,
46713,Groothandel in minerale olieproducten (geen brandstoffen),0,,,,,,,,,,,
4672,Groothandel in metalen en metaalertsen,0,,,,,,,,,,,
46721,Groothandel in metaalertsen,0,,,,,,,,,,,
46722,Groothandel in ferrometalen en -halffabrikaten,0,,,,,,,,,,,
46723,Groothandel in non-ferrometalen en -halffabrikaten,0,,,,,,,,,,,
4673,"Groothandel in hout, sanitair en overige bouwmaterialen",0,,,,,,,,,,,
46731,Groothandel in hout en plaatmateriaal,0,,,,,,,,,,,
46732,Groothandel in verf en verfwaren,0,,,,,,,,,,,
46733,Groothandel in behang,0,,,,,,,,,,,
46734,Groothandel in vlakglas,0,,,,,,,,,,,
46735,Groothandel in zand en grind,0,,,,,,,,,,,
46736,Groothandel in tegels en plavuizen,0,,,,,,,,,,,
46737,Groothandel in sanitaire artikelen en sanitair installatiemateriaal ,0,,,,,,,,,,,
46738,Groothandel gespecialiseerd in overige bouwmaterialen,0,,,,,,,,,,,
46739,Groothandel in bouwmaterialen algemeen assortiment ,0,,,,,,,,,,,
4674,Groothandel in ijzer- en metaalwaren en verwarmingsapparaten,0,,,,,,,,,,,
46741,Groothandel in ijzer- en metaalwaren,0,,,,,,,,,,,
46742,Groothandel in verwarmingsapparaten,0,,,,,,,,,,,
4675,Groothandel in chemische producten,0,,,,,,,,,,,
46751,Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing,0,,,,,,,,,,,
46752,Groothandel in bestrijdingsmiddelen en meststoffen,0,,,,,,,,,,,
4676,Groothandel in overige intermediaire producten,0,,,,,,,,,,,
46761,Groothandel in textielgrondstoffen en -halffabrikaten,0,,,,,,,,,,,
46762,Groothandel in papier en karton,0,,,,,,,,,,,
46769,Groothandel in overige intermediaire producten (rest),0,,,,,,,,,,,
4677,Groothandel in afval en schroot,0,,,,,,,,,,,
46771,Groothandel in autosloopmateriaal,0,,,,,,,,,,,
46772,Groothandel in ijzer- en staalschroot en oude non-ferrometalen,0,,,,,,,,,,,
46779,Groothandel in overige oude materialen en afvalstoffen,0,,,,,,,,,,,
469,Niet-gespecialiseerde groothandel,0,,,,,,,,,,,
4690,Niet-gespecialiseerde groothandel,0,,,,,,,,,,,
46901,Niet-gespecialiseerde groothandel in consumentenartikelen,0,,,,,,,,,,,
46902,Niet-gespecialiseerde groothandel in niet-consumentenartikelen,0,,,,,,,,,,,
47,Detailhandel (niet in auto's),2,,,,,,,,,,,
471 ,"Supermarkten, warenhuizen en dergelijke winkels met een algemeen assortiment",2,,,,,,,,,,,
4711,Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen,2,,,,,,,,,,,
4719,Warenhuizen en dergelijke winkels met een algemeen assortiment non-food,8,,,,,,,,,,,
47191,Warenhuizen,8,,,,,,,,,,,
47192,Winkels met een algemeen assortiment non-food (geen warenhuizen),8,,,,,,,,,,,
472 ,Gespecialiseerde winkels in voedings- en genotmiddelen ,2,,,,,,,,,,,
4721,"Winkels in aardappelen, groenten en fruit ",2,,,,,,,,,,,
4722,"Winkels in vlees en vleeswaren, wild en gevogelte ",2,,,,,,,,,,,
47221,Winkels in vlees en vleeswaren,2,,,,,,,,,,,
47222,Winkels in wild en gevogelte,2,,,,,,,,,,,
4723,Winkels in vis,2,,,,,,,,,,,
4724,"Winkels in brood, banket, chocolade en suikerwerk ",2,,,,,,,,,,,
47241,Winkels in brood en banket,2,,,,,,,,,,,
47242,Winkels in chocolade en suikerwerk,2,,,,,,,,,,,
